Customer_ID,First_Name,Last_Name,Email,Phone,Membership_Levl,Points,Join_Date ,Last_Visit,Preferred_Theater_ID,Total_Spend,Visit_Frequency,Customer_Status,Preferred_Genre,Helper_Date,Helper_Customer_Status,Helper _Customer_Status distribution,New _ Helper_customer
159,Ferdinand,Orum,forum4e@hhs.gov,270-657-4907,Silver,493,08/04/2023,25/02/2024,4,1320,2.7,Active,Comedy,45347,Implementation,3,Active
160,Buddie,Kieff,bkieff4f@flickr.com,348-617-3044,Bronze,474,23/04/2024,04/03/2024,3,863,1.2,Active,Documentary,45435,Post-Implementation,7,Active
161,Stephie,Taffe,staffe4g@mysql.com,439-659-7638,Bronze,620,17/04/2023,11/03/2024,2,1373,2,Active,Comedy,45362,Implementation,7,Active
162,Anders,Goudman,agoudman4h@eventbrite.com,240-323-8833,Silver,805,18/01/2023,10/11/2024,5,864,0.1,Lapsed,Comedy,45606,Implementation,10,Lapsed
163,Gayleen,Bleesing,gbleesing4i@hexun.com,682-468-1436,Gold,115,12/01/2023,25/12/2024,1,582,1.3,Active,Drama,45651,Implementation,1,Active
164,Justus,Rooke,jrooke4j@cloudflare.com,558-836-0088,Bronze,977,08/05/2022,06/05/2024,5,498,0.2,Reactivated,Family,45418,Pre-Implementation,9,Reactivated
165,Barrie,Harome,bharome4k@biblegateway.com,116-213-2320,Silver,369,24/11/2022,16/04/2024,6,1170,3,Active,Thriller,45398,Pre-Implementation,7,Active
166,Mahala,Steen,msteen4l@answers.com,686-745-2483,Silver,973,15/07/2022,20/08/2024,2,1252,3.2,Lapsed,Family,45524,Pre-Implementation,1,Lapsed
167,Pacorro,Andryushchenko,pandryushchenko4m@tumblr.com,288-301-7267,Silver,498,05/06/2024,22/01/2024,7,1034,0.4,Active,Comedy,45478,Post-Implementation,7,Active
168,Belva,Leynton,bleynton4n@cargocollective.com,910-273-1952,Gold,760,01/07/2023,17/07/2024,6,603,1,Lapsed,Documentary,45490,Post-Implementation,10,Lapsed
169,Fawne,Dhennin,fdhennin4o@ehow.com,436-143-3425,Silver,839,15/12/2022,12/11/2024,5,1380,0.4,Lapsed,Action,45608,Pre-Implementation,5,Lapsed
170,Kristoforo,Fyfe,kfyfe4p@macromedia.com,470-494-3117,Silver,358,27/01/2022,04/02/2024,2,1738,0.5,Lapsed,Sci-Fi,45326,Pre-Implementation,5,Lapsed
171,Cynthy,Studdard,cstuddard4q@wikimedia.org,358-327-7647,Gold,506,21/12/2023,10/06/2024,2,660,1.6,Lapsed,Family,45453,Post-Implementation,10,Lapsed
172,Lorry,Anthes,lanthes4r@patch.com,931-799-0220,Silver,801,10/01/2022,18/03/2024,5,885,1.9,Active,Action,45369,Pre-Implementation,8,Active
173,Odella,Tipple,otipple4s@gizmodo.com,670-973-8045,Bronze,916,28/06/2023,03/01/2024,2,1511,1.5,Active,Action,45294,Implementation,1,Active
174,Charley,Scay,cscay4t@china.com.cn,395-105-4217,Gold,731,11/10/2023,02/03/2024,2,1626,1.9,Active,Sci-Fi,45353,Post-Implementation,8,Active
175,Misty,McArthur,mmcarthur4u@typepad.com,282-563-6663,Bronze,645,17/10/2023,08/02/2024,3,374,3.2,Active,Drama,45330,Post-Implementation,7,Active
176,Jaclin,Goozee,jgoozee4v@prnewswire.com,169-552-4058,Silver,629,18/08/2022,13/09/2024,6,1813,0.6,Lapsed,Horror,45548,Pre-Implementation,6,Lapsed
177,Diandra,Ingleson,dingleson4w@imgur.com,346-390-1550,Bronze,467,28/12/2022,01/05/2024,7,1934,3.9,Active,Action,45413,Pre-Implementation,8,Active
178,Karol,D'Aguanno,kdaguanno4x@ehow.com,953-264-1491,Gold,898,10/09/2022,20/12/2024,4,154,1.2,Reactivated,Comedy,45646,Pre-Implementation,10,Reactivated
179,Johna,Gaylor,jgaylor4y@163.com,179-867-7539,Silver,562,30/01/2022,02/01/2024,3,1551,2.9,Reactivated,Action,45293,Pre-Implementation,9,Reactivated
180,Bernelle,Northcliffe,bnorthcliffe4z@example.com,416-377-7748,Silver,367,18/03/2023,18/11/2024,3,1254,3.3,Reactivated,Action,45614,Implementation,9,Reactivated
181,Flossy,Galtone,fgaltone50@symantec.com,634-646-4132,Silver,933,21/12/2022,11/12/2024,1,1149,3.8,Reactivated,Sci-Fi,45637,Pre-Implementation,10,Reactivated
182,Byrle,MacEntee,bmacentee51@arstechnica.com,562-890-0046,Silver,890,21/08/2023,24/12/2024,4,1821,3,Active,Thriller,45650,Post-Implementation,1,Active
183,Amalee,Rosson,arosson52@tinyurl.com,357-642-5078,Gold,274,25/06/2023,18/06/2024,4,1007,4,Reactivated,Thriller,45461,Implementation,9,Reactivated
184,Calla,Ferrers,cferrers53@spotify.com,185-351-8879,Bronze,944,28/02/2022,26/07/2024,3,1706,2.3,Lapsed,Horror,45499,Pre-Implementation,4,Lapsed
185,Ned,Pochin,npochin54@nps.gov,361-252-5020,Bronze,894,03/05/2023,24/11/2024,2,827,1,Active,Action,45620,Implementation,4,Active
186,Gothart,Rawsthorn,grawsthorn55@whitehouse.gov,994-729-4899,Silver,409,13/09/2022,31/05/2024,4,1810,1.9,Lapsed,Documentary,45443,Pre-Implementation,3,Lapsed
187,Jude,Robardley,jrobardley56@loc.gov,730-391-0586,Gold,109,24/09/2023,21/09/2024,4,364,0.3,Active,Documentary,45556,Post-Implementation,3,Active
188,Pru,Parkinson,pparkinson57@flavors.me,171-878-9357,Bronze,633,04/07/2023,23/09/2024,1,180,1.7,Active,Drama,45558,Post-Implementation,5,Active
189,Jard,Worrall,jworrall58@myspace.com,625-127-9468,Gold,143,01/05/2023,29/06/2024,4,1432,1,Active,Thriller,45472,Implementation,2,Active
190,Dode,Danielsen,ddanielsen59@godaddy.com,462-261-6374,Bronze,769,05/07/2022,11/07/2024,5,1500,1.6,Lapsed,Thriller,45484,Pre-Implementation,2,Lapsed
191,Dominick,Kingston,dkingston5a@flickr.com,173-118-9603,Silver,168,24/02/2024,01/05/2024,6,814,3.5,Active,Comedy,45413,Post-Implementation,3,Active
192,Edwina,Tremeer,etremeer5b@businesswire.com,325-694-7797,Silver,291,23/04/2022,13/09/2024,4,1373,2.7,Lapsed,Family,45548,Pre-Implementation,1,Lapsed
193,Phylis,Gother,pgother5c@dmoz.org,615-481-4459,Bronze,504,16/12/2022,08/07/2024,1,1480,0.4,Lapsed,Comedy,45481,Pre-Implementation,3,Lapsed
194,Florette,Giraldez,fgiraldez5d@ihg.com,566-133-1167,Bronze,632,18/01/2023,26/02/2024,4,149,1.1,Active,Documentary,45348,Implementation,1,Active
195,Sig,Feveryear,sfeveryear5e@kickstarter.com,274-304-3230,Silver,535,25/08/2023,06/12/2024,3,260,1.1,Active,Documentary,45632,Post-Implementation,1,Active
196,Berne,Davidovich,bdavidovich5f@netscape.com,911-907-2984,Bronze,796,08/05/2023,03/07/2024,4,344,3.6,Active,Horror,45476,Implementation,2,Active
197,Aron,Arnley,aarnley5g@last.fm,585-555-5133,Silver,511,01/01/2023,19/12/2024,1,1462,1.1,Active,Action,45645,Implementation,1,Active
198,Keen,Goudy,kgoudy5h@mashable.com,313-716-0182,Gold,365,04/11/2022,27/06/2024,4,675,3.5,Lapsed,Family,45470,Pre-Implementation,3,Lapsed
199,Bayard,Borrott,bborrott5i@cornell.edu,165-518-1935,Bronze,790,31/10/2023,02/04/2024,6,140,3.2,Reactivated,Sci-Fi,45384,Post-Implementation,9,Reactivated
200,Mischa,Northill,mnorthill5j@oaic.gov.au,395-188-8890,Gold,604,05/04/2022,24/08/2024,2,603,2.1,Lapsed,Family,45528,Pre-Implementation,3,Lapsed
201,Shaine,Dobrovolny,sdobrovolny5k@unesco.org,856-975-4372,Bronze,747,08/08/2023,26/02/2024,5,1683,0.9,Active,Thriller,45348,Post-Implementation,7,Active
202,Nessa,Cleeton,ncleeton5l@army.mil,878-321-0618,Gold,462,12/06/2023,26/04/2024,6,1512,2.3,Reactivated,Horror,45408,Implementation,9,Reactivated
203,Marisa,Tilling,mtilling5m@pbs.org,718-654-5933,Gold,512,16/08/2023,25/11/2024,1,1663,2.9,Active,Sci-Fi,45621,Post-Implementation,2,Active
204,Midge,Rhoades,mrhoades5n@discuz.net,717-794-2564,Silver,952,08/04/2023,28/08/2024,1,561,0.9,Active,Family,45532,Implementation,6,Active
205,Aurel,Emlyn,aemlyn5o@huffingtonpost.com,461-761-8537,Silver,319,22/02/2024,28/02/2024,4,249,1.6,Active,Drama,45350,Post-Implementation,1,Active
206,Aurore,Mold,amold5p@typepad.com,594-535-0344,Gold,64,20/10/2024,24/03/2024,6,1045,3.5,Active,Family,45616,Post-Implementation,4,Active
207,Kelcy,Leys,kleys5q@vimeo.com,526-384-3637,Silver,868,14/12/2024,15/12/2024,1,1152,1.5,Active,Thriller,45641,Post-Implementation,5,Active
208,Loella,Daborn,ldaborn5r@xinhuanet.com,318-268-9000,Silver,132,14/03/2023,24/08/2024,6,1241,0.1,Active,Family,45528,Implementation,7,Active
209,Beniamino,Mounsie,bmounsie5s@wikia.com,636-531-2877,Silver,916,16/02/2023,11/08/2024,2,1905,1.3,Active,Thriller,45515,Implementation,2,Active
210,Dorothee,Cluney,dcluney5t@discuz.net,198-394-2123,Gold,815,11/08/2023,14/05/2024,5,143,1.8,Active,Documentary,45426,Post-Implementation,2,Active
211,Pooh,Firidolfi,pfiridolfi5u@google.de,602-545-1292,Gold,486,18/03/2023,22/03/2024,1,653,0.3,Lapsed,Drama,45373,Implementation,10,Lapsed
212,Ronny,Stansbie,rstansbie5v@newyorker.com,238-520-4608,Silver,961,10/06/2022,02/09/2024,1,1924,2.8,Lapsed,Horror,45537,Pre-Implementation,5,Lapsed
213,Mehetabel,Greschke,mgreschke5w@mapquest.com,296-992-1220,Gold,694,09/10/2023,24/02/2024,6,105,0.4,Active,Documentary,45346,Post-Implementation,2,Active
214,Angelia,Shelford,ashelford5x@mapquest.com,961-210-4006,Bronze,884,16/06/2024,13/07/2024,1,1100,3.4,Lapsed,Horror,45486,Post-Implementation,10,Lapsed
215,Rae,Dugan,rdugan5y@alexa.com,421-648-5706,Silver,418,18/01/2023,16/04/2024,7,980,1.1,Active,Documentary,45398,Implementation,1,Active
216,Kelwin,Leyburn,kleyburn5z@sina.com.cn,468-402-9966,Gold,573,08/03/2023,07/10/2024,1,1177,1.6,Active,Sci-Fi,45572,Implementation,3,Active
217,Harrie,Seery,hseery60@economist.com,555-255-4871,Gold,432,28/09/2023,19/08/2024,2,1091,1.5,Active,Sci-Fi,45523,Post-Implementation,3,Active
218,Livvyy,Cuffe,lcuffe61@google.es,244-830-0481,Gold,148,08/05/2023,18/10/2024,5,68,0.2,Active,Drama,45583,Implementation,6,Active
219,Melamie,Newark,mnewark62@ftc.gov,630-882-3447,Bronze,504,26/07/2024,06/03/2024,4,1781,1,Active,Horror,45530,Post-Implementation,4,Active
220,Zita,Blount,zblount63@lulu.com,315-873-7160,Silver,520,03/09/2023,11/05/2024,4,1497,3.1,Active,Horror,45423,Post-Implementation,7,Active
221,Wain,Yude,wyude64@canalblog.com,613-251-0071,Bronze,580,22/05/2022,07/06/2024,4,1043,3.8,Reactivated,Sci-Fi,45450,Pre-Implementation,10,Reactivated
222,Selene,Brumhead,sbrumhead65@paypal.com,964-354-7827,Silver,934,18/03/2022,16/04/2024,1,652,0.2,Lapsed,Documentary,45398,Pre-Implementation,5,Lapsed
223,Danny,Bleesing,dbleesing66@wunderground.com,280-571-4559,Gold,251,02/07/2023,26/10/2024,1,1408,1.7,Active,Family,45591,Post-Implementation,5,Active
224,Kathrine,Mourbey,kmourbey67@apache.org,172-156-1721,Silver,189,23/08/2022,31/07/2024,3,1295,1.4,Lapsed,Action,45504,Pre-Implementation,6,Lapsed
225,Garnet,Dive,gdive68@hatena.ne.jp,541-104-6290,Gold,761,07/06/2023,11/07/2024,1,492,3.5,Lapsed,Action,45484,Implementation,10,Lapsed
226,Georgina,Burgher,gburgher69@moonfruit.com,738-223-7695,Silver,877,21/02/2023,19/02/2024,3,1645,0.6,Active,Documentary,45341,Implementation,7,Active
227,Kevin,Churchill,kchurchill6a@addthis.com,347-429-8564,Silver,455,27/10/2022,10/07/2024,1,929,3.8,Active,Drama,45483,Pre-Implementation,7,Active
228,Horacio,Glenwright,hglenwright6b@chron.com,671-132-1420,Gold,360,23/05/2022,24/06/2024,6,371,1.1,Lapsed,Family,45467,Pre-Implementation,3,Lapsed
229,Pryce,Godfray,pgodfray6c@pen.io,501-652-5841,Bronze,451,10/10/2023,02/03/2024,3,616,0.2,Active,Documentary,45353,Post-Implementation,3,Active
230,Roze,Fellgate,rfellgate6d@bloomberg.com,191-977-5804,Gold,252,10/12/2023,29/09/2024,7,961,1.5,Active,Sci-Fi,45564,Post-Implementation,2,Active
231,Margret,Litton,mlitton6e@bandcamp.com,840-717-3715,Bronze,63,04/02/2023,10/06/2024,2,1902,1.7,Reactivated,Family,45453,Implementation,8,Reactivated
232,Juliana,Allner,jallner6f@nasa.gov,916-107-6294,Bronze,289,23/06/2023,12/08/2024,6,904,3.9,Active,Thriller,45516,Implementation,5,Active
233,Vevay,Erwin,verwin6g@ox.ac.uk,322-708-9417,Gold,712,03/04/2022,18/12/2024,5,462,2.2,Lapsed,Documentary,45644,Pre-Implementation,2,Lapsed
234,Roseann,Swithenby,rswithenby6h@eventbrite.com,470-193-5708,Gold,459,19/05/2022,15/01/2024,2,618,3.3,Lapsed,Sci-Fi,45306,Pre-Implementation,1,Lapsed
235,Alfred,Dorrian,adorrian6i@cnet.com,820-802-5988,Silver,226,05/02/2023,29/07/2024,1,1678,3.8,Active,Horror,45502,Implementation,3,Active
236,Emmi,Roman,eroman6j@comcast.net,490-988-1981,Gold,225,11/07/2022,25/02/2024,3,1587,0.2,Lapsed,Documentary,45347,Pre-Implementation,3,Lapsed
237,Koral,Hesbrook,khesbrook6k@ycombinator.com,266-214-4520,Silver,639,26/01/2022,16/01/2024,1,1182,1.9,Lapsed,Sci-Fi,45307,Pre-Implementation,2,Lapsed
238,Llewellyn,Boost,lboost6l@feedburner.com,635-670-8644,Silver,161,19/06/2023,24/03/2024,3,1882,3.5,Active,Documentary,45375,Implementation,5,Active
239,Moina,Leghorn,mleghorn6m@163.com,844-515-4562,Gold,701,27/05/2022,15/09/2024,6,348,3.9,Lapsed,Action,45550,Pre-Implementation,3,Lapsed
240,Hyman,Briscoe,hbriscoe6n@skyrock.com,289-342-5001,Silver,363,11/08/2023,27/03/2024,2,1801,3.9,Active,Documentary,45378,Post-Implementation,2,Active
241,Karole,Gleeson,kgleeson6o@hexun.com,285-997-0529,Silver,633,13/12/2024,19/07/2024,4,1209,0.1,Reactivated,Horror,45670,Post-Implementation,9,Reactivated
242,Woodman,Hatzar,whatzar6p@shop-pro.jp,551-957-1565,Silver,456,14/11/2024,15/05/2024,7,822,0.6,Active,Action,45640,Post-Implementation,3,Active
243,Britney,Polye,bpolye6q@slideshare.net,910-211-8901,Silver,935,09/12/2024,23/09/2024,3,1353,1.8,Active,Horror,45666,Post-Implementation,6,Active
244,Pascal,Borgne,pborgne6r@microsoft.com,386-332-7176,Gold,291,11/01/2023,29/03/2024,1,699,1.2,Reactivated,Documentary,45380,Implementation,9,Reactivated
245,Nelia,Lampard,nlampard6s@imgur.com,602-413-6497,Bronze,483,11/07/2023,27/02/2024,7,99,1.5,Reactivated,Family,45349,Post-Implementation,9,Reactivated
246,Kermit,Benedito,kbenedito6t@com.com,700-842-3387,Bronze,578,10/02/2022,15/07/2024,6,1001,3.9,Lapsed,Sci-Fi,45488,Pre-Implementation,5,Lapsed
247,Halimeda,Fehner,hfehner6u@clickbank.net,242-425-5791,Gold,463,10/02/2024,26/12/2024,2,129,2.8,Active,Horror,45652,Post-Implementation,5,Active
248,Darryl,Cobson,dcobson6v@vistaprint.com,342-108-2721,Bronze,941,28/03/2023,09/04/2024,3,1175,2.8,Reactivated,Drama,45391,Implementation,8,Reactivated
249,Everett,Feehery,efeehery6w@exblog.jp,939-491-3747,Silver,985,02/01/2022,11/08/2024,1,1290,3.5,Lapsed,Comedy,45515,Pre-Implementation,6,Lapsed
250,Carilyn,Graddell,cgraddell6x@youtube.com,781-736-4519,Silver,740,08/08/2023,20/11/2024,4,1377,2.5,Active,Thriller,45616,Post-Implementation,7,Active
251,Albertina,Wadforth,awadforth6y@addtoany.com,619-500-5732,Gold,626,19/05/2022,31/05/2024,3,93,1.2,Lapsed,Comedy,45443,Pre-Implementation,6,Lapsed
252,Hadley,Mendonca,hmendonca6z@independent.co.uk,574-106-2664,Silver,757,24/08/2023,18/08/2024,2,513,0.8,Active,Family,45522,Post-Implementation,8,Active
253,Marney,Spuffard,mspuffard70@yolasite.com,440-692-1338,Bronze,217,19/04/2023,05/02/2024,4,152,0.6,Active,Comedy,45327,Implementation,5,Active
254,Moore,Thorp,mthorp71@ibm.com,479-758-6360,Bronze,468,03/07/2022,15/12/2024,4,286,3,Lapsed,Family,45641,Pre-Implementation,5,Lapsed
255,Reggis,Feek,rfeek72@bandcamp.com,389-597-6571,Gold,187,20/12/2022,10/04/2024,7,1295,1.9,Lapsed,Thriller,45392,Pre-Implementation,4,Lapsed
256,Bing,Moysey,bmoysey73@alexa.com,106-454-4403,Bronze,106,07/11/2022,26/04/2024,3,522,3.9,Reactivated,Drama,45408,Pre-Implementation,9,Reactivated
257,Corbett,Bride,cbride74@vinaora.com,238-915-6894,Bronze,315,08/04/2024,08/09/2024,7,1012,2,Active,Sci-Fi,45543,Post-Implementation,1,Active
258,Yorke,Eastam,yeastam75@washington.edu,921-922-8914,Gold,319,27/03/2024,03/09/2024,3,179,2.8,Active,Drama,45538,Post-Implementation,7,Active
259,Ariel,Domini,adomini76@sogou.com,288-306-1563,Gold,935,18/03/2023,13/11/2024,7,112,2.5,Reactivated,Documentary,45609,Implementation,8,Reactivated
260,Gayleen,Kellar,gkellar77@bloglovin.com,152-420-1946,Gold,303,05/04/2024,31/01/2024,3,475,2.3,Active,Horror,45417,Post-Implementation,5,Active
261,Maxie,Danielsky,mdanielsky78@edublogs.org,157-632-8431,Gold,531,13/02/2024,23/05/2024,3,1652,3.5,Lapsed,Drama,45435,Post-Implementation,10,Lapsed
262,Nathanial,Kose,nkose79@mysql.com,676-105-3967,Bronze,55,15/12/2024,07/05/2024,1,386,1.3,Active,Thriller,45672,Post-Implementation,4,Active
263,Chevy,Kennham,ckennham7a@usa.gov,620-544-3001,Silver,818,19/09/2024,11/05/2024,5,905,3.6,Active,Comedy,45584,Post-Implementation,5,Active
264,Stacee,Ancliff,sancliff7b@google.co.jp,247-100-7009,Gold,530,16/06/2023,13/02/2024,4,1053,1.9,Active,Sci-Fi,45335,Implementation,7,Active
265,Ninnette,Scirman,nscirman7c@wisc.edu,479-470-0098,Gold,305,02/05/2023,01/05/2024,2,590,0.2,Active,Comedy,45413,Implementation,2,Active
266,Andrea,Gontier,agontier7d@stanford.edu,948-783-0527,Gold,323,14/10/2024,01/02/2024,4,1973,1,Active,Drama,45610,Post-Implementation,1,Active
267,Esma,Sibborn,esibborn7e@cloudflare.com,879-287-3876,Gold,432,28/11/2024,25/04/2024,3,582,2.6,Active,Drama,45654,Post-Implementation,1,Active
268,Gertrud,Jervoise,gjervoise7f@who.int,535-892-1601,Gold,861,14/02/2023,05/04/2024,2,806,3.7,Active,Sci-Fi,45387,Implementation,7,Active
269,Fawn,Berthouloume,fberthouloume7g@nps.gov,721-306-0908,Silver,126,07/08/2022,27/03/2024,5,317,2.2,Active,Horror,45378,Pre-Implementation,7,Active
270,Zacherie,Brewster,zbrewster7h@auda.org.au,133-163-4519,Gold,169,28/01/2022,14/03/2024,7,293,1.2,Lapsed,Sci-Fi,45365,Pre-Implementation,4,Lapsed
271,Alair,Cluitt,acluitt7i@howstuffworks.com,692-391-4036,Bronze,573,04/09/2022,19/07/2024,1,644,3.2,Lapsed,Family,45492,Pre-Implementation,4,Lapsed
272,Chris,Murrigans,cmurrigans7j@symantec.com,120-882-5408,Bronze,796,02/03/2023,25/08/2024,3,1841,3.6,Active,Drama,45529,Implementation,5,Active
273,Tonnie,Felstead,tfelstead7k@feedburner.com,971-435-1167,Silver,743,01/10/2022,28/04/2024,7,594,0.1,Lapsed,Family,45410,Pre-Implementation,2,Lapsed
274,Abdel,Molan,amolan7l@theatlantic.com,279-927-4519,Gold,203,03/08/2023,21/03/2024,1,280,2.9,Active,Family,45372,Post-Implementation,6,Active
275,Korey,Schowenburg,kschowenburg7m@oaic.gov.au,336-857-9600,Silver,501,31/10/2024,22/02/2024,3,1366,0.3,Active,Drama,45627,Post-Implementation,2,Active
276,Murvyn,Rowson,mrowson7n@hexun.com,289-775-9226,Silver,543,03/10/2024,25/11/2024,2,1162,2.4,Active,Documentary,45621,Post-Implementation,6,Active
277,Fayette,Wastell,fwastell7o@newyorker.com,834-172-4412,Silver,54,01/12/2023,10/01/2024,6,469,1.9,Active,Family,45301,Post-Implementation,3,Active
278,Bear,Aphale,baphale7p@globo.com,295-151-5786,Bronze,958,24/02/2024,03/10/2024,3,706,2.4,Active,Horror,45568,Post-Implementation,1,Active
279,Derek,Braun,dbraun7q@netscape.com,402-532-7777,Gold,180,16/09/2022,31/07/2024,4,1437,0.9,Lapsed,Documentary,45504,Pre-Implementation,2,Lapsed
280,Jule,O'Carmody,jocarmody7r@nationalgeographic.com,504-517-8140,Bronze,967,01/03/2024,09/10/2024,1,1274,0.8,Active,Documentary,45574,Post-Implementation,1,Active
281,Stafford,Cleverly,scleverly7s@cam.ac.uk,323-943-0653,Silver,709,15/05/2022,02/08/2024,3,1898,4,Lapsed,Family,45506,Pre-Implementation,1,Lapsed
282,Rosaline,Gable,rgable7t@csmonitor.com,435-421-3681,Silver,819,24/01/2024,21/09/2024,7,295,0.4,Active,Action,45556,Post-Implementation,8,Active
283,Artie,Holdforth,aholdforth7u@ycombinator.com,300-766-5397,Silver,189,11/12/2024,04/06/2024,3,1276,3.2,Active,Comedy,45668,Post-Implementation,6,Active
284,Arlyn,Wimsett,awimsett7v@home.pl,374-298-7485,Gold,652,04/04/2022,20/05/2024,3,1690,3.9,Active,Horror,45432,Pre-Implementation,8,Active
285,Cassey,Skitch,cskitch7w@prlog.org,931-341-5407,Bronze,757,20/11/2023,23/07/2024,5,670,4,Active,Family,45496,Post-Implementation,4,Active
286,Maurise,Santello,msantello7x@admin.ch,184-227-7626,Gold,537,16/10/2024,15/05/2024,6,1607,0.8,Active,Drama,45612,Post-Implementation,2,Active
287,Abby,Niblock,aniblock7y@eepurl.com,119-543-3088,Bronze,850,27/05/2023,18/11/2024,7,961,2.3,Active,Sci-Fi,45614,Implementation,6,Active
288,Ninnetta,Leblanc,nleblanc7z@washington.edu,629-784-3497,Silver,205,17/08/2023,05/07/2024,3,1276,1.4,Active,Comedy,45478,Post-Implementation,8,Active
289,Barny,Scotsbrook,bscotsbrook80@bloomberg.com,743-432-7524,Silver,930,13/02/2023,10/01/2024,1,525,2.4,Active,Family,45301,Implementation,6,Active
290,Roslyn,Jacklings,rjacklings81@adobe.com,671-617-1641,Silver,90,12/09/2023,18/04/2024,2,662,1.2,Active,Thriller,45400,Post-Implementation,2,Active
291,Mavis,Archdeckne,marchdeckne82@blogtalkradio.com,342-183-4185,Bronze,380,20/05/2023,16/06/2024,7,1641,1.3,Reactivated,Family,45459,Implementation,8,Reactivated
292,Robbert,McFayden,rmcfayden83@free.fr,202-792-3176,Gold,812,26/07/2024,09/07/2024,6,1153,2.9,Active,Action,45530,Post-Implementation,4,Active
293,Elihu,Roloff,eroloff84@gravatar.com,778-314-3515,Silver,183,30/03/2022,19/03/2024,4,523,0.4,Active,Thriller,45370,Pre-Implementation,7,Active
294,Khalil,Plevey,kplevey85@walmart.com,292-358-8025,Gold,721,21/11/2022,22/07/2024,5,1669,2.3,Lapsed,Sci-Fi,45495,Pre-Implementation,5,Lapsed
295,Sharyl,Brazer,sbrazer86@zdnet.com,489-363-7513,Silver,787,07/04/2023,24/09/2024,7,1285,3.8,Lapsed,Action,45559,Implementation,10,Lapsed
296,Adelheid,Wigzell,awigzell87@cbsnews.com,257-343-4686,Gold,159,19/01/2024,09/01/2024,2,1362,3.4,Lapsed,Thriller,45341,Post-Implementation,10,Lapsed
297,Stefan,Alldread,salldread88@google.com.hk,280-834-3709,Silver,572,13/04/2023,04/03/2024,1,661,3.6,Active,Action,45355,Implementation,7,Active
298,Larina,Horbath,lhorbath89@comsenz.com,449-960-5258,Silver,413,16/11/2024,18/03/2024,4,56,0.6,Reactivated,Sci-Fi,45642,Post-Implementation,9,Reactivated
299,Anastasia,Sails,asails8a@bbb.org,803-309-5120,Bronze,168,20/02/2023,08/02/2024,2,122,0.7,Lapsed,Thriller,45330,Implementation,10,Lapsed
300,Cecile,Doornbos,cdoornbos8b@columbia.edu,155-783-2269,Gold,395,23/03/2023,03/09/2024,5,1124,2.5,Active,Horror,45538,Implementation,4,Active
301,Avery,Dungee,adungee8c@cnet.com,972-748-0100,Silver,784,25/04/2023,19/12/2024,3,1314,0.9,Lapsed,Drama,45645,Implementation,10,Lapsed
302,Leshia,Carr,lcarr8d@linkedin.com,505-772-5048,Silver,799,13/05/2023,24/05/2024,3,1429,2.4,Active,Horror,45436,Implementation,2,Active
303,Rebeca,Grossman,rgrossman8e@typepad.com,702-575-8840,Bronze,820,06/03/2022,21/02/2024,4,1477,3.9,Active,Thriller,45343,Pre-Implementation,7,Active
304,Luz,Dunridge,ldunridge8f@arstechnica.com,263-493-6603,Silver,614,04/03/2023,03/03/2024,1,1619,1.1,Reactivated,Sci-Fi,45354,Implementation,9,Reactivated
305,Ralf,Lester,rlester8g@github.io,936-939-4852,Silver,235,31/10/2022,14/06/2024,7,620,1.1,Lapsed,Family,45457,Pre-Implementation,1,Lapsed
306,Andromache,Winham,awinham8h@deviantart.com,927-389-1024,Gold,416,03/07/2023,02/02/2024,3,576,1.7,Active,Thriller,45324,Post-Implementation,4,Active
307,Daphna,Tiuit,dtiuit8i@paypal.com,521-209-7418,Bronze,991,22/05/2022,23/03/2024,7,882,3.4,Active,Drama,45374,Pre-Implementation,7,Active
308,Luciano,Hunnicutt,lhunnicutt8j@ameblo.jp,789-951-0710,Gold,891,25/09/2024,03/12/2024,6,549,2.3,Active,Horror,45629,Post-Implementation,6,Active
309,Nonna,Mushawe,nmushawe8k@hostgator.com,814-541-0678,Bronze,875,17/01/2023,01/12/2024,6,129,0.2,Reactivated,Family,45627,Implementation,9,Reactivated
310,Rosemonde,Paal,rpaal8l@microsoft.com,375-811-9995,Bronze,931,16/01/2022,12/07/2024,6,1863,1.4,Lapsed,Sci-Fi,45485,Pre-Implementation,3,Lapsed
311,Correna,Zuanazzi,czuanazzi8m@photobucket.com,323-763-5597,Bronze,936,29/04/2023,02/05/2024,5,413,3.6,Active,Sci-Fi,45414,Implementation,5,Active
312,Brana,Inman,binman8n@alibaba.com,816-182-3833,Bronze,749,02/09/2024,09/07/2024,7,962,0.6,Active,Drama,45567,Post-Implementation,8,Active
313,Babs,Ambroise,bambroise8o@paypal.com,344-838-8607,Gold,245,29/04/2024,04/01/2024,2,721,0.3,Active,Comedy,45441,Post-Implementation,6,Active
314,Reta,Murtell,rmurtell8p@about.com,269-455-2902,Gold,495,01/08/2023,16/04/2024,1,235,0.6,Active,Sci-Fi,45398,Post-Implementation,2,Active
315,Tripp,Talby,ttalby8q@dmoz.org,959-620-2909,Gold,533,12/06/2024,09/02/2024,1,358,2.1,Reactivated,Drama,45485,Post-Implementation,9,Reactivated
316,Shaine,Kruschev,skruschev8r@sohu.com,258-740-9465,Bronze,182,28/08/2023,27/01/2024,1,1846,0.3,Active,Comedy,45318,Post-Implementation,1,Active
